id_tramite,nombre_tramite,organo_rector,fecha_publicacion_produccion,marca_arancelado,link_de_acceso,validador_identidad,anio,mes,trimestre,dia,dia_semana,valida_AFIP,valida_Mi_argentina,valida_ANSES,valida_DNI,valida_NIC-AFIP
469,Certificaciones eléctricas - Apertura de Adaptación al Mercado Local (AML),Ministerio de Economía,2016-09-28,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=469,"['Mi argentina', 'AFIP']",2016,9,3,28,Wednesday,True,True,False,False,False
470,Certificaciones - Declaración Jurada de Ascensores,Ministerio de Economía,2016-09-28,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=470,"['Mi argentina', 'AFIP']",2016,9,3,28,Wednesday,True,True,False,False,False
472,Plan Nacional Escuelas: Certificación de Obra,Jefatura de Gabinete de Ministros,2016-09-29,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=472,"['Mi argentina', 'AFIP']",2016,9,3,29,Thursday,True,True,False,False,False
475,Solicitud de Compra de Inmueble,Jefatura de Gabinete de Ministros,2016-10-07,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=475,"['Mi argentina', 'AFIP']",2016,10,4,7,Friday,True,True,False,False,False
482,Solicitud de permiso precario de uso gratuito,Jefatura de Gabinete de Ministros,2016-10-19,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=482,"['Mi argentina', 'AFIP']",2016,10,4,19,Wednesday,True,True,False,False,False
484,Trámite testing de performance con pago (pre-caratulación),Jefatura de Gabinete de Ministros,2016-10-24,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=484,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,10,4,24,Monday,True,True,True,True,False
488,Informe Técnico- Régimen Importación Temporaria,Ministerio de Economía,2016-11-11,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=488,"['Mi argentina', 'AFIP']",2016,11,4,11,Friday,True,True,False,False,False
490,Solicitud Plazo Especial Art. 8,Ministerio de Economía,2016-11-11,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=490,"['Mi argentina', 'AFIP']",2016,11,4,11,Friday,True,True,False,False,False
492,Solicitud de Transferencia de Mercaderías,Ministerio de Economía,2016-11-11,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=492,"['Mi argentina', 'AFIP']",2016,11,4,11,Friday,True,True,False,False,False
495,Solicitud Extensión de Plazo Art.11,Ministerio de Economía,2016-11-11,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=495,"['Mi argentina', 'AFIP']",2016,11,4,11,Friday,True,True,False,False,False
496,Solicitud de Autorización de Usuario No Directo,Ministerio de Economía,2016-11-16,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=496,"['Mi argentina', 'AFIP']",2016,11,4,16,Wednesday,True,True,False,False,False
497,Consulta de Expediente SECLO,Ministerio de Capital Humano,2016-11-17,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=497,"['Mi argentina', 'AFIP']",2016,11,4,17,Thursday,True,True,False,False,False
498,Solicitud de Inscripción al Registro de Armas Químicas,Ministerio de Economía,2016-11-18,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=498,"['Mi argentina', 'AFIP']",2016,11,4,18,Friday,True,True,False,False,False
505,Res.256/00  Consulta de Encuadre Previa No Vinculante,Ministerio de Economía,2016-11-18,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=505,"['Mi argentina', 'AFIP']",2016,11,4,18,Friday,True,True,False,False,False
506,Res.256/00  Régimen de Importación de Grandes Proyectos de Inversión  Inicio de trámite,Ministerio de Economía,2016-11-18,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=506,"['Mi argentina', 'AFIP']",2016,11,4,18,Friday,True,True,False,False,False
509,Decreto 1174/2016 - Consulta de Encuadre Previa No Vinculante para líneas de producción usadas,Ministerio de Economía,2016-11-18,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=509,"['Mi argentina', 'AFIP']",2016,11,4,18,Friday,True,True,False,False,False
510,Res.1174/2016 - Régimen de importación de Líneas de producción usadas,Ministerio de Economía,2016-11-18,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=510,"['Mi argentina', 'AFIP']",2016,11,4,18,Friday,True,True,False,False,False
511,Sistema Generalizado de Preferencia (SGP),Ministerio de Economía,2016-11-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=511,"['Mi argentina', 'AFIP']",2016,11,4,23,Wednesday,True,True,False,False,False
516,Solicitud de Tarifa Social,Ministerio de Economía,2016-11-29,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=516,"['Mi argentina', 'AFIP']",2016,11,4,29,Tuesday,True,True,False,False,False
517,Solicitud de Auspicio,Ministerio de Justicia,2016-11-30,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=517,"['Mi argentina', 'AFIP']",2016,11,4,30,Wednesday,True,True,False,False,False
518,Presentación al Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia,2016-11-30,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=518,"['Mi argentina', 'AFIP']",2016,11,4,30,Wednesday,True,True,False,False,False
519,Renuncia de Magistrados y Miembros del MPF y del MPD,Ministerio de Justicia,2016-11-30,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=519,"['Mi argentina', 'AFIP']",2016,11,4,30,Wednesday,True,True,False,False,False
521,Solicitud de audiencia,Ministerio de Justicia,2016-11-30,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=521,"['Mi argentina', 'AFIP']",2016,11,4,30,Wednesday,True,True,False,False,False
522,Trámites para ex-empleados de entes liquidados,Ministerio de Economía,2016-11-30,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=522,"['Mi argentina', 'AFIP']",2016,11,4,30,Wednesday,True,True,False,False,False
523,Solicitud de Importación de Bienes de Capital Usados - CIBU,Ministerio de Economía,2016-11-30,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=523,"['Mi argentina', 'AFIP']",2016,11,4,30,Wednesday,True,True,False,False,False
525,Depósito de obra inédita - Primera canción Música o Letra,Ministerio de Justicia,2016-11-30,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=525,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,11,4,30,Wednesday,True,True,True,True,False
526,Inscripción Registro Único de Operadores de la Cadena Agroalimentaria,Ministerio de Economía,2016-11-30,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=526,"['Mi argentina', 'AFIP']",2016,11,4,30,Wednesday,True,True,False,False,False
527,Depósito de obra inédita - Música o Letra,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=527,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
528,Renovación de obra inédita - Música o Letra,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=528,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
529,Depósito de obra inédita - Primera canción Música y Letra,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=529,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
530,Depósito de obra inédita - Música y Letra,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=530,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
531,Renovación de obra inédita - Música y Letra,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=531,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
532,Depósito de obra inédita - No musical,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=532,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
533,Renovación de obra inédita - No musical,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=533,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
534,Depósito de obra inédita - Software,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=534,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
535,Renovación de obra inédita - Software,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=535,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
536,Inscripción de obra publicada - Software,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=536,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
537,Inscripción de obra publicada - Artística,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=537,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
538,Inscripción de obra publicada - Musical,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=538,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
539,Inscripción de obra publicada - Fonograma,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=539,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
540,Inscripción de obra publicada - Representación,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=540,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
541,Inscripción de obra publicada - Videograma/ Película Cinematográfica,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=541,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
542,Inscripción de obra publicada - Página Web,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=542,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
543,Inscripción de obra publicada - Edición Literaria,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=543,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
544,Inscripción de obra publicada - Multimedia,Ministerio de Justicia,2016-12-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=544,"['DNI', 'Mi argentina', 'ANSES', 'AFIP']",2016,12,4,2,Friday,True,True,True,True,False
546,Inscripción al Registro PNTP - Empresa en transformación,Ministerio de Economía,2016-12-12,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=546,"['Mi argentina', 'AFIP']",2016,12,4,12,Monday,True,True,False,False,False
547,Inscripción al Registro PNTP - Empresa dinámica,Ministerio de Economía,2016-12-12,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=547,"['Mi argentina', 'AFIP']",2016,12,4,12,Monday,True,True,False,False,False
550,Actualización Técnica de la LCM,Ministerio de Economía,2016-12-14,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=550,"['Mi argentina', 'AFIP']",2016,12,4,14,Wednesday,True,True,False,False,False
551,Actualización Administrativa de la LCM,Ministerio de Economía,2016-12-14,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=551,"['Mi argentina', 'AFIP']",2016,12,4,14,Wednesday,True,True,False,False,False
556,Solicitud de Licencia de Configuración de Modelo (LCM),Ministerio de Economía,2016-12-16,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=556,"['Mi argentina', 'AFIP']",2016,12,4,16,Friday,True,True,False,False,False
559,Solicitud de Código de Acceso,Ministerio de Capital Humano,2016-12-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=559,"['Mi argentina', 'AFIP']",2016,12,4,23,Friday,True,True,False,False,False
560,Solicitud de inscripción para el registro de profesionales responsables de emprendimientos forestales y forestoindustriales Ley N° 25.080,Ministerio de Economía,2016-12-20,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=560,"['Mi argentina', 'AFIP']",2016,12,4,20,Tuesday,True,True,False,False,False
565,Presentación de facturas al Programa Federal Incluir Salud - Hemodiálisis,Ministerio de Salud,2016-12-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=565,"['Mi argentina', 'AFIP']",2016,12,4,23,Friday,True,True,False,False,False
566,Presentación de facturas al Programa Federal Incluir Salud - Discapacidad,Ministerio de Salud,2016-12-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=566,"['Mi argentina', 'AFIP']",2016,12,4,23,Friday,True,True,False,False,False
567,Presentación de facturas al Programa Federal Incluir Salud - Vía de excepción,Ministerio de Salud,2016-12-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=567,"['Mi argentina', 'AFIP']",2016,12,4,23,Friday,True,True,False,False,False
568,Presentación de facturas al Programa Federal Incluir Salud - PNC PAMI,Ministerio de Salud,2016-12-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=568,"['Mi argentina', 'AFIP']",2016,12,4,23,Friday,True,True,False,False,False
569,Presentación de facturas al Programa Federal Incluir Salud - Cápitas,Ministerio de Salud,2016-12-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=569,"['Mi argentina', 'AFIP']",2016,12,4,23,Friday,True,True,False,False,False
570,Presentación de facturas al Programa Federal Incluir Salud - Fuera de Cápita,Ministerio de Salud,2016-12-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=570,"['Mi argentina', 'AFIP']",2016,12,4,23,Friday,True,True,False,False,False
571,Solicitud de inscripción para el registro de titulares de emprendimientos forestales y forestoindustriales  Ley N° 25.080,Ministerio de Economía,2016-12-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=571,"['Mi argentina', 'AFIP']",2016,12,4,23,Friday,True,True,False,False,False
581,Presentación de Actividades Previstas para el Año en Curso en el Registro de Armas Químicas,Ministerio de Economía,2016-12-28,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=581,"['Mi argentina', 'AFIP']",2016,12,4,28,Wednesday,True,True,False,False,False
582,Facturación de Pauta Publicitaria Oficial,Jefatura de Gabinete de Ministros,2017-01-09,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=582,"['Mi argentina', 'AFIP']",2017,1,1,9,Monday,True,True,False,False,False
588,NICar - Solicitud de Habilitación de Zonas Especiales,Secretaría Legal y Técnica,2017-01-12,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=588,['NIC-AFIP'],2017,1,1,12,Thursday,False,False,False,False,True
594,Régimen de Desarrollo y Fortalecimiento del Autopartismo Nacional,Ministerio de Economía,2017-01-18,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=594,"['Mi argentina', 'AFIP']",2017,1,1,18,Wednesday,True,True,False,False,False
597,Convalidación de Títulos Extranjeros Universitarios,Ministerio de Capital Humano,2017-02-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=597,"['Mi argentina', 'AFIP']",2017,2,1,2,Thursday,True,True,False,False,False
598,Reválida de estudios de formación docente (excepto universitarios),Ministerio de Capital Humano,2017-02-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=598,"['Mi argentina', 'AFIP']",2017,2,1,2,Thursday,True,True,False,False,False
599,Reválida de estudios de educación superior técnica (excepto universitarios),Ministerio de Capital Humano,2017-02-02,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=599,"['Mi argentina', 'AFIP']",2017,2,1,2,Thursday,True,True,False,False,False
609,Solicitud de visado de planos,Jefatura de Gabinete de Ministros,2017-03-03,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=609,"['Mi argentina', 'AFIP']",2017,3,1,3,Friday,True,True,False,False,False
610,Solicitud de reconocimiento oficial provisorio del título de carrera de grado,Ministerio de Capital Humano,2017-02-17,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=610,"['Mi argentina', 'AFIP']",2017,2,1,17,Friday,True,True,False,False,False
611,Solicitud de acreditación de carrera de grado,Ministerio de Capital Humano,2017-02-17,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=611,"['Mi argentina', 'AFIP']",2017,2,1,17,Friday,True,True,False,False,False
612,Solicitud de acreditación de carrera de posgrado,Ministerio de Capital Humano,2017-02-17,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=612,"['Mi argentina', 'AFIP']",2017,2,1,17,Friday,True,True,False,False,False
613,Solicitud de reconocimiento oficial provisorio del título de carrera de posgrado,Ministerio de Capital Humano,2017-02-17,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=613,"['Mi argentina', 'AFIP']",2017,2,1,17,Friday,True,True,False,False,False
614,Régimen de Aduana en Factoría - Presentación DRIPA,Ministerio de Economía,2017-02-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=614,"['Mi argentina', 'AFIP']",2017,2,1,23,Thursday,True,True,False,False,False
615,Régimen de Aduana en Factoría - Actualización DRIPA,Ministerio de Economía,2017-02-23,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=615,"['Mi argentina', 'AFIP']",2017,2,1,23,Thursday,True,True,False,False,False
616,Presentación de facturas al Programa Federal Incluir Salud - Provincias,Ministerio de Salud,2017-03-06,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=616,"['Mi argentina', 'AFIP']",2017,3,1,6,Monday,True,True,False,False,False
617,Presentación de facturas al Programa Federal Incluir Salud - Radioterapia,Ministerio de Salud,2017-03-06,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=617,"['Mi argentina', 'AFIP']",2017,3,1,6,Monday,True,True,False,False,False
618,Presentación de facturas al Programa Federal Incluir Salud - Transporte,Ministerio de Salud,2017-03-06,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=618,"['Mi argentina', 'AFIP']",2017,3,1,6,Monday,True,True,False,False,False
620,Presentación de documentación para Expediente en trámite,Jefatura de Gabinete de Ministros,2017-03-06,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=620,"['Mi argentina', 'AFIP']",2017,3,1,6,Monday,True,True,False,False,False
621,Registro de usuario SISCO-DJPM,Ministerio de Economía,2017-03-07,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=621,"['Mi argentina', 'AFIP']",2017,3,1,7,Tuesday,True,True,False,False,False
627,Pedido de Información,Jefatura de Gabinete de Ministros,2017-03-08,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=627,"['Mi argentina', 'AFIP']",2017,3,1,8,Wednesday,True,True,False,False,False
629,Denuncias,Jefatura de Gabinete de Ministros,2017-03-10,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=629,"['Mi argentina', 'AFIP']",2017,3,1,10,Friday,True,True,False,False,False
630,Solicitud de Escrituración y Regulación dominial,Jefatura de Gabinete de Ministros,2017-03-13,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=630,"['Mi argentina', 'AFIP']",2017,3,1,13,Monday,True,True,False,False,False
631,Propuesta de donación de inmueble,Jefatura de Gabinete de Ministros,2017-03-13,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=631,"['Mi argentina', 'AFIP']",2017,3,1,13,Monday,True,True,False,False,False
632,Solicitud de obras y refacciones en inmuebles del Estado Nacional,Jefatura de Gabinete de Ministros,2017-03-13,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=632,"['Mi argentina', 'AFIP']",2017,3,1,13,Monday,True,True,False,False,False
638,Solicitud de inscripción de establecimiento de acuicultura,Ministerio de Economía,2017-03-29,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=638,"['Mi argentina', 'AFIP']",2017,3,1,29,Wednesday,True,True,False,False,False
641,Desarrollar (Programa Nacional de Promoción de Agregado de Valor en las PyMEs de Alimentos para el Desarrollo Regional),Ministerio de Economía,2017-04-03,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=641,"['Mi argentina', 'AFIP']",2017,4,2,3,Monday,True,True,False,False,False
644,Certificado de reintegro,Ministerio de Economía,2017-04-05,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=644,"['Mi argentina', 'AFIP']",2017,4,2,5,Wednesday,True,True,False,False,False
648,Solicitud de certificado del Artículo 25 del Decreto Nº 748/99,Ministerio de Economía,2017-04-07,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=648,"['Mi argentina', 'AFIP']",2017,4,2,7,Friday,True,True,False,False,False
650,Solicitud de Justificación de Falta de Explotación de Cuotas Individuales Transferibles de Captura,Ministerio de Economía,2017-04-07,False,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=650,"['Mi argentina', 'AFIP']",2017,4,2,7,Friday,True,True,False,False,False
